student_id,section,subsection,video_id,date_viewed,duration_seconds,watched_seconds
287,Week 8,Lecture 15,lec15_v1,2018-11-30,435,166
287,Week 8,Lecture 15,lec15_v10,2018-11-30,130,86
287,Week 8,Lecture 15,lec15_v11,2018-11-30,426,426
287,Week 8,Lecture 15,lec15_v2,2018-12-03,452,452
287,Week 8,Lecture 15,lec15_v3,2018-12-03,401,401
288,Week 1,Lecture 1,lec1_v2,2018-09-18,343,297
289,Week 1,Lecture 1,lec1_v0,2018-09-16,389,37
289,Week 1,Lecture 1,lec1_v5,2018-09-16,208,100
290,Week 1,Lecture 1,lec1_v0,2018-10-09,389,355
290,Week 1,Lecture 1,lec1_v1,2018-10-09,564,288
290,Week 1,Lecture 1,lec1_v2,2018-10-12,343,297
290,Week 1,Lecture 2,lec2_v0,2018-10-03,265,210
290,Week 1,Lecture 2,lec2_v2,2018-09-17,509,2
291,Week 1,Lecture 1,lec1_v0,2018-09-15,389,34
293,Week 1,Lecture 1,lec1_v0,2018-09-15,389,44
293,Week 1,Lecture 1,lec1_v1,2018-09-15,564,303
293,Week 1,Lecture 1,lec1_v2,2018-09-15,343,343
293,Week 1,Lecture 1,lec1_v3,2018-09-17,364,364
293,Week 1,Lecture 1,lec1_v4,2018-09-15,402,135
293,Week 1,Lecture 1,lec1_v5,2018-09-17,208,208
293,Week 1,Lecture 1,lec1_v6,2018-09-19,366,366
293,Week 1,Lecture 1,lec1_v7,2018-09-17,422,422
293,Week 1,Lecture 2,lec2_v0,2018-09-19,265,265
294,Week 1,Lecture 1,lec1_v0,2018-09-16,389,221
294,Week 1,Lecture 1,lec1_v1,2018-09-15,564,399
294,Week 1,Lecture 1,lec1_v2,2018-09-15,343,39
294,Week 1,Lecture 1,lec1_v3,2018-09-15,364,255
294,Week 1,Lecture 1,lec1_v4,2018-09-16,402,381
295,Week 1,Lecture 1,lec1_v0,2018-09-26,389,150
295,Week 1,Lecture 1,lec1_v2,2018-10-11,343,196
295,Week 1,Lecture 1,lec1_v4,2018-10-11,402,380
295,Week 1,Lecture 2,lec2_v3,2018-10-11,453,103
296,Week 1,Lecture 1,lec1_v0,2018-09-17,389,371
296,Week 1,Lecture 1,lec1_v1,2018-09-17,564,188
296,Week 1,Lecture 1,lec1_v2,2018-09-17,343,343
296,Week 1,Lecture 1,lec1_v3,2018-09-17,364,321
296,Week 1,Lecture 1,lec1_v4,2018-09-17,402,402
296,Week 1,Lecture 1,lec1_v5,2018-09-17,208,140
296,Week 1,Lecture 1,lec1_v6,2018-09-17,366,7
296,Week 1,Lecture 1,lec1_v7,2018-09-17,422,21
296,Week 1,Lecture 2,lec2_v0,2018-09-19,265,265
296,Week 1,Lecture 2,lec2_v1,2018-09-19,163,163
296,Week 1,Lecture 2,lec2_v2,2018-09-19,509,361
296,Week 1,Lecture 2,lec2_v3,2018-09-19,453,453
296,Week 2,Lecture 3,lec3_v0,2018-09-19,584,573
296,Week 2,Lecture 3,lec3_v1,2018-09-19,434,106
296,Week 2,Lecture 3,lec3_v10,2018-09-19,343,343
296,Week 2,Lecture 3,lec3_v11,2018-09-19,331,82
296,Week 2,Lecture 3,lec3_v2,2018-09-19,416,155
296,Week 2,Lecture 3,lec3_v3,2018-09-19,195,115
296,Week 2,Lecture 3,lec3_v4,2018-09-21,127,54
296,Week 2,Lecture 3,lec3_v5,2018-09-26,374,374
296,Week 2,Lecture 3,lec3_v6,2018-09-26,148,91
296,Week 2,Lecture 3,lec3_v7,2018-09-26,211,41
296,Week 2,Lecture 3,lec3_v8,2018-09-26,236,236
296,Week 2,Lecture 3,lec3_v9,2018-09-27,134,134
296,Week 2,Lecture 4,lec4_v0,2018-09-27,427,380
296,Week 2,Lecture 4,lec4_v1,2018-09-28,360,281
296,Week 2,Lecture 4,lec4_v2,2018-09-28,438,222
296,Week 2,Lecture 4,lec4_v3,2018-09-28,339,326
296,Week 2,Lecture 4,lec4_v4,2018-09-28,253,253
296,Week 2,Lecture 4,lec4_v5,2018-09-30,599,205
296,Week 2,Lecture 4,lec4_v6,2018-09-30,598,122
296,Week 2,Lecture 4,lec4_v7,2018-09-30,524,66
296,Week 3,Lecture 5,lec5_v0,2018-10-01,230,106
296,Week 3,Lecture 5,lec5_v1,2018-10-01,259,259
296,Week 3,Lecture 5,lec5_v2,2018-10-01,153,153
296,Week 3,Lecture 5,lec5_v3,2018-10-01,488,125
296,Week 3,Lecture 5,lec5_v4,2018-10-01,312,312
296,Week 3,Lecture 5,lec5_v5,2018-10-02,527,44
296,Week 3,Lecture 6,lec6_v0,2018-10-02,527,63
296,Week 3,Lecture 6,lec6_v1,2018-10-02,120,120
296,Week 3,Lecture 6,lec6_v10,2018-10-02,249,249
296,Week 3,Lecture 6,lec6_v11,2018-10-02,161,161
296,Week 3,Lecture 6,lec6_v2,2018-10-02,220,220
296,Week 3,Lecture 6,lec6_v3,2018-10-02,557,30
296,Week 3,Lecture 6,lec6_v4,2018-10-02,346,43
296,Week 3,Lecture 6,lec6_v5,2018-10-02,591,490
296,Week 3,Lecture 6,lec6_v6,2018-10-02,311,159
296,Week 3,Lecture 6,lec6_v7,2018-10-10,155,74
296,Week 3,Lecture 6,lec6_v8,2018-10-10,422,44
296,Week 3,Lecture 6,lec6_v9,2018-10-10,494,494
296,Week 4,Lecture 7,lec7_v0,2018-10-10,484,197
296,Week 4,Lecture 7,lec7_v1,2018-10-11,176,176
296,Week 4,Lecture 7,lec7_v10,2018-10-11,472,27
296,Week 4,Lecture 7,lec7_v11,2018-10-11,182,182
296,Week 4,Lecture 7,lec7_v2,2018-10-14,238,190
296,Week 4,Lecture 7,lec7_v3,2018-10-14,168,168
296,Week 4,Lecture 7,lec7_v4,2018-10-16,148,148
296,Week 4,Lecture 7,lec7_v5,2018-10-16,503,503
296,Week 4,Lecture 7,lec7_v6,2018-10-16,205,153
296,Week 4,Lecture 7,lec7_v7,2018-10-16,389,389
296,Week 4,Lecture 7,lec7_v8,2018-10-16,335,335
296,Week 4,Lecture 7,lec7_v9,2018-10-18,211,211
296,Week 4,Lecture 8,lec8_v0,2018-10-18,322,322
296,Week 4,Lecture 8,lec8_v1,2018-10-18,222,16
296,Week 4,Lecture 8,lec8_v2,2018-10-18,249,225
296,Week 4,Lecture 8,lec8_v3,2018-10-22,587,377
296,Week 4,Lecture 8,lec8_v4,2018-10-22,506,345
296,Week 5,Lecture 10,lec10_v0,2018-10-22,400,331
296,Week 5,Lecture 10,lec10_v1,2018-10-23,236,202
296,Week 5,Lecture 10,lec10_v2,2018-10-23,409,409
296,Week 5,Lecture 10,lec10_v3,2018-10-24,298,182
296,Week 5,Lecture 9,lec9_v0,2018-10-24,221,166
296,Week 5,Lecture 9,lec9_v1,2018-10-24,309,309
296,Week 5,Lecture 9,lec9_v10,2018-10-24,262,262
296,Week 5,Lecture 9,lec9_v2,2018-10-24,530,94
296,Week 5,Lecture 9,lec9_v3,2018-10-24,428,257
296,Week 5,Lecture 9,lec9_v4,2018-10-24,168,168
296,Week 5,Lecture 9,lec9_v5,2018-10-24,595,328
296,Week 5,Lecture 9,lec9_v6,2018-10-25,222,222
296,Week 5,Lecture 9,lec9_v7,2018-10-25,244,244
296,Week 5,Lecture 9,lec9_v8,2018-10-25,491,47
296,Week 5,Lecture 9,lec9_v9,2018-10-26,278,137
296,Week 6,Lecture 11,lec11_v0,2018-10-26,352,352
296,Week 6,Lecture 11,lec11_v1,2018-10-26,396,396
296,Week 6,Lecture 11,lec11_v10,2018-10-26,572,233
296,Week 6,Lecture 11,lec11_v11,2018-10-26,214,214
296,Week 6,Lecture 11,lec11_v2,2018-10-26,536,536
296,Week 6,Lecture 11,lec11_v3,2018-10-26,207,207
296,Week 6,Lecture 11,lec11_v4,2018-10-26,194,194
296,Week 6,Lecture 11,lec11_v5,2018-10-26,556,219
296,Week 6,Lecture 11,lec11_v6,2018-10-26,513,394
296,Week 6,Lecture 11,lec11_v7,2018-10-26,240,240
296,Week 6,Lecture 11,lec11_v8,2018-10-26,211,211
296,Week 6,Lecture 11,lec11_v9,2018-10-26,475,475
296,Week 6,Lecture 12,lec12_v0,2018-10-26,410,350
296,Week 6,Lecture 12,lec12_v1,2018-10-26,322,304
296,Week 6,Lecture 12,lec12_v10,2018-10-26,261,261
296,Week 6,Lecture 12,lec12_v2,2018-10-26,169,169
296,Week 6,Lecture 12,lec12_v3,2018-10-26,138,138
296,Week 6,Lecture 12,lec12_v4,2018-10-26,583,64
296,Week 6,Lecture 12,lec12_v5,2018-10-26,234,234
296,Week 6,Lecture 12,lec12_v6,2018-10-26,458,14
296,Week 6,Lecture 12,lec12_v7,2018-10-26,243,54
296,Week 6,Lecture 12,lec12_v8,2018-10-26,516,516
296,Week 6,Lecture 12,lec12_v9,2018-10-26,406,173
296,Week 7,Lecture 13,lec13_v0,2018-10-26,153,153
296,Week 7,Lecture 13,lec13_v1,2018-10-26,229,229
296,Week 7,Lecture 13,lec13_v2,2018-10-26,389,64
296,Week 7,Lecture 13,lec13_v3,2018-10-26,530,530
296,Week 7,Lecture 13,lec13_v4,2018-10-26,415,137
296,Week 7,Lecture 13,lec13_v5,2018-10-26,254,254
296,Week 7,Lecture 13,lec13_v6,2018-10-26,561,521
296,Week 7,Lecture 13,lec13_v7,2018-10-26,218,80
296,Week 7,Lecture 13,lec13_v8,2018-10-27,127,127
296,Week 7,Lecture 13,lec13_v9,2018-10-27,249,8
296,Week 7,Lecture 14,lec14_v0,2018-10-28,204,204
296,Week 7,Lecture 14,lec14_v1,2018-10-28,297,20
296,Week 7,Lecture 14,lec14_v2,2018-10-28,395,304
296,Week 7,Lecture 14,lec14_v3,2018-10-28,183,129
296,Week 8,Lecture 15,lec15_v0,2018-10-28,591,172
296,Week 8,Lecture 15,lec15_v1,2018-10-28,435,355
296,Week 8,Lecture 15,lec15_v10,2018-10-28,130,130
296,Week 8,Lecture 15,lec15_v11,2018-10-28,426,426
296,Week 8,Lecture 15,lec15_v2,2018-10-28,452,27
296,Week 8,Lecture 15,lec15_v3,2018-10-28,401,132
296,Week 8,Lecture 15,lec15_v4,2018-10-28,187,187
296,Week 8,Lecture 15,lec15_v5,2018-10-28,136,136
296,Week 8,Lecture 15,lec15_v6,2018-10-28,128,128
296,Week 8,Lecture 15,lec15_v7,2018-10-30,557,234
296,Week 8,Lecture 15,lec15_v8,2018-10-30,457,256
296,Week 8,Lecture 15,lec15_v9,2018-10-30,583,285
296,Week 8,Lecture 16,lec16_v0,2018-10-30,273,273
296,Week 8,Lecture 16,lec16_v1,2018-11-01,600,553
296,Week 8,Lecture 16,lec16_v2,2018-11-05,156,52
296,Week 8,Lecture 16,lec16_v3,2018-11-08,382,174
296,Week 8,Lecture 16,lec16_v4,2018-11-08,474,2
296,Week 8,Lecture 16,lec16_v5,2018-11-08,552,121
296,Week 8,Lecture 16,lec16_v6,2018-11-08,474,474
296,Week 8,Lecture 16,lec16_v7,2018-11-08,458,159
296,Week 8,Lecture 16,lec16_v8,2018-11-15,501,123
296,Week 8,Lecture 16,lec16_v9,2018-11-15,560,7
297,Week 1,Lecture 1,lec1_v0,2018-09-18,389,288
297,Week 1,Lecture 1,lec1_v1,2018-09-18,564,93
297,Week 1,Lecture 1,lec1_v3,2018-09-18,364,275
298,Week 1,Lecture 1,lec1_v0,2018-11-09,389,366
298,Week 1,Lecture 1,lec1_v2,2018-11-10,343,69
298,Week 1,Lecture 1,lec1_v3,2018-11-19,364,117
298,Week 1,Lecture 1,lec1_v4,2018-11-10,402,357
300,Week 1,Lecture 1,lec1_v0,2018-09-15,389,245
300,Week 1,Lecture 1,lec1_v1,2018-09-15,564,253
300,Week 1,Lecture 1,lec1_v2,2018-09-27,343,310
300,Week 1,Lecture 1,lec1_v3,2018-10-28,364,207
300,Week 1,Lecture 1,lec1_v4,2018-10-28,402,126
300,Week 1,Lecture 1,lec1_v5,2018-09-27,208,159
300,Week 1,Lecture 1,lec1_v6,2018-11-04,366,21
300,Week 1,Lecture 1,lec1_v7,2018-10-28,422,186
300,Week 1,Lecture 2,lec2_v0,2018-12-19,265,35
300,Week 1,Lecture 2,lec2_v1,2018-10-28,163,163
300,Week 1,Lecture 2,lec2_v2,2018-10-28,509,1
300,Week 1,Lecture 2,lec2_v3,2018-12-04,453,283
300,Week 2,Lecture 3,lec3_v0,2018-10-28,584,355
300,Week 2,Lecture 3,lec3_v1,2018-12-23,434,210
300,Week 2,Lecture 3,lec3_v10,2018-12-13,343,2
300,Week 2,Lecture 3,lec3_v11,2018-12-19,331,108
300,Week 2,Lecture 3,lec3_v2,2018-12-19,416,41
300,Week 2,Lecture 3,lec3_v3,2018-12-23,195,95
301,Week 1,Lecture 1,lec1_v0,2018-09-19,389,389
301,Week 1,Lecture 1,lec1_v1,2018-09-21,564,395
301,Week 1,Lecture 1,lec1_v2,2018-09-21,343,343
301,Week 1,Lecture 1,lec1_v3,2018-09-22,364,364
301,Week 1,Lecture 1,lec1_v4,2018-09-22,402,402
301,Week 1,Lecture 1,lec1_v5,2018-09-22,208,208
301,Week 1,Lecture 1,lec1_v6,2018-09-22,366,366
301,Week 1,Lecture 1,lec1_v7,2018-09-22,422,422
301,Week 1,Lecture 2,lec2_v0,2018-09-22,265,265
301,Week 1,Lecture 2,lec2_v1,2018-10-25,163,163
301,Week 1,Lecture 2,lec2_v2,2018-10-25,509,58
301,Week 1,Lecture 2,lec2_v3,2018-10-25,453,453
301,Week 2,Lecture 3,lec3_v0,2018-10-25,584,584
301,Week 2,Lecture 3,lec3_v1,2018-10-26,434,434
302,Week 1,Lecture 1,lec1_v0,2018-09-18,389,389
302,Week 1,Lecture 1,lec1_v1,2018-09-18,564,564
302,Week 1,Lecture 1,lec1_v2,2018-09-18,343,283
302,Week 1,Lecture 1,lec1_v3,2018-09-19,364,83
302,Week 1,Lecture 1,lec1_v4,2018-09-19,402,85
302,Week 1,Lecture 1,lec1_v5,2018-09-19,208,208
302,Week 1,Lecture 1,lec1_v6,2018-10-02,366,366
302,Week 1,Lecture 1,lec1_v7,2018-10-02,422,422
302,Week 1,Lecture 2,lec2_v0,2018-10-07,265,110
302,Week 1,Lecture 2,lec2_v1,2018-10-08,163,131
302,Week 1,Lecture 2,lec2_v2,2018-10-08,509,243
302,Week 1,Lecture 2,lec2_v3,2018-10-14,453,453
302,Week 2,Lecture 3,lec3_v0,2018-10-15,584,584
302,Week 2,Lecture 3,lec3_v1,2018-10-15,434,434
302,Week 2,Lecture 3,lec3_v10,2018-10-15,343,343
302,Week 2,Lecture 3,lec3_v11,2018-10-20,331,331
302,Week 2,Lecture 3,lec3_v2,2018-10-20,416,416
302,Week 2,Lecture 3,lec3_v3,2018-10-30,195,195
302,Week 2,Lecture 3,lec3_v4,2018-10-20,127,127
302,Week 2,Lecture 3,lec3_v5,2018-10-30,374,374
302,Week 2,Lecture 3,lec3_v6,2018-11-08,148,148
302,Week 2,Lecture 3,lec3_v7,2018-11-19,211,211
302,Week 2,Lecture 3,lec3_v8,2018-11-19,236,236
302,Week 2,Lecture 3,lec3_v9,2018-11-21,134,134
302,Week 2,Lecture 4,lec4_v0,2018-11-21,427,427
302,Week 2,Lecture 4,lec4_v1,2018-11-25,360,220
302,Week 2,Lecture 4,lec4_v2,2018-11-25,438,366
302,Week 2,Lecture 4,lec4_v3,2018-11-25,339,339
302,Week 2,Lecture 4,lec4_v4,2018-11-25,253,253
302,Week 2,Lecture 4,lec4_v5,2018-11-25,599,599
302,Week 2,Lecture 4,lec4_v6,2018-12-08,598,598
302,Week 2,Lecture 4,lec4_v7,2018-12-17,524,524
302,Week 3,Lecture 5,lec5_v0,2018-12-17,230,230
302,Week 3,Lecture 5,lec5_v1,2018-12-17,259,259
302,Week 3,Lecture 5,lec5_v2,2018-12-19,153,153
302,Week 3,Lecture 5,lec5_v3,2018-12-17,488,198
302,Week 3,Lecture 5,lec5_v4,2018-12-19,312,312
303,Week 1,Lecture 1,lec1_v0,2018-09-16,389,90
303,Week 1,Lecture 1,lec1_v1,2018-09-16,564,352
303,Week 1,Lecture 1,lec1_v3,2018-09-16,364,14
303,Week 1,Lecture 1,lec1_v4,2018-09-16,402,224
303,Week 1,Lecture 2,lec2_v3,2018-09-25,453,380
304,Week 1,Lecture 1,lec1_v3,2018-09-15,364,250
305,Week 1,Lecture 1,lec1_v2,2018-10-16,343,122
305,Week 1,Lecture 1,lec1_v3,2018-09-18,364,275
306,Week 1,Lecture 1,lec1_v0,2018-09-19,389,172
306,Week 1,Lecture 1,lec1_v1,2018-09-15,564,130
306,Week 1,Lecture 1,lec1_v2,2018-09-15,343,232
306,Week 1,Lecture 1,lec1_v4,2018-09-15,402,221
306,Week 1,Lecture 1,lec1_v5,2018-10-01,208,205
306,Week 1,Lecture 1,lec1_v6,2018-09-15,366,127
306,Week 1,Lecture 2,lec2_v2,2018-10-01,509,311
307,Week 1,Lecture 1,lec1_v0,2018-09-16,389,344
307,Week 1,Lecture 1,lec1_v1,2018-09-16,564,152
307,Week 1,Lecture 1,lec1_v2,2018-09-19,343,272
307,Week 1,Lecture 1,lec1_v3,2018-09-19,364,364
307,Week 1,Lecture 1,lec1_v4,2018-09-19,402,138
307,Week 1,Lecture 1,lec1_v5,2018-09-19,208,161
307,Week 1,Lecture 1,lec1_v6,2018-09-19,366,16
307,Week 1,Lecture 1,lec1_v7,2018-09-19,422,422
307,Week 1,Lecture 2,lec2_v0,2018-09-19,265,64
307,Week 1,Lecture 2,lec2_v1,2018-09-19,163,163
307,Week 1,Lecture 2,lec2_v2,2018-09-19,509,509
307,Week 1,Lecture 2,lec2_v3,2018-09-19,453,403
307,Week 2,Lecture 3,lec3_v0,2018-09-19,584,28
307,Week 2,Lecture 3,lec3_v1,2018-10-08,434,310
307,Week 2,Lecture 3,lec3_v10,2018-10-08,343,141
307,Week 2,Lecture 3,lec3_v11,2018-10-15,331,179
307,Week 2,Lecture 3,lec3_v2,2018-10-15,416,269
307,Week 2,Lecture 3,lec3_v3,2018-10-15,195,195
307,Week 2,Lecture 3,lec3_v4,2018-10-15,127,127
307,Week 2,Lecture 3,lec3_v5,2018-10-15,374,277
307,Week 2,Lecture 3,lec3_v6,2018-10-19,148,148
307,Week 2,Lecture 3,lec3_v7,2018-10-29,211,211
307,Week 2,Lecture 3,lec3_v8,2018-10-30,236,236
307,Week 2,Lecture 3,lec3_v9,2018-10-30,134,134
307,Week 2,Lecture 4,lec4_v0,2018-11-01,427,322
307,Week 2,Lecture 4,lec4_v1,2018-11-01,360,341
307,Week 2,Lecture 4,lec4_v2,2018-11-01,438,56
307,Week 2,Lecture 4,lec4_v3,2018-11-03,339,298
307,Week 2,Lecture 4,lec4_v4,2018-11-06,253,253
307,Week 2,Lecture 4,lec4_v5,2018-11-06,599,349
307,Week 2,Lecture 4,lec4_v6,2018-11-06,598,314
307,Week 2,Lecture 4,lec4_v7,2018-11-09,524,524
307,Week 3,Lecture 5,lec5_v0,2018-11-11,230,122
307,Week 3,Lecture 5,lec5_v1,2018-11-11,259,259
307,Week 3,Lecture 5,lec5_v2,2018-11-11,153,128
307,Week 3,Lecture 5,lec5_v3,2018-11-12,488,331
307,Week 3,Lecture 5,lec5_v4,2018-11-12,312,312
307,Week 3,Lecture 5,lec5_v5,2018-11-12,527,281
307,Week 3,Lecture 6,lec6_v0,2018-11-12,527,453
307,Week 3,Lecture 6,lec6_v1,2018-11-12,120,120
307,Week 3,Lecture 6,lec6_v10,2018-11-12,249,97
307,Week 3,Lecture 6,lec6_v11,2018-11-12,161,161
307,Week 3,Lecture 6,lec6_v2,2018-11-12,220,120
307,Week 3,Lecture 6,lec6_v3,2018-11-13,557,296
307,Week 3,Lecture 6,lec6_v4,2018-11-13,346,346
307,Week 3,Lecture 6,lec6_v5,2018-11-14,591,199
307,Week 3,Lecture 6,lec6_v6,2018-11-14,311,311
307,Week 3,Lecture 6,lec6_v7,2018-11-14,155,155
307,Week 3,Lecture 6,lec6_v8,2018-11-14,422,148
307,Week 3,Lecture 6,lec6_v9,2018-11-14,494,432
307,Week 4,Lecture 7,lec7_v0,2018-11-14,484,251
307,Week 4,Lecture 7,lec7_v1,2018-11-14,176,176
307,Week 4,Lecture 7,lec7_v10,2018-11-14,472,340
307,Week 4,Lecture 7,lec7_v11,2018-11-18,182,50
307,Week 4,Lecture 7,lec7_v2,2018-11-18,238,24
307,Week 4,Lecture 7,lec7_v3,2018-11-23,168,168
307,Week 4,Lecture 7,lec7_v4,2018-11-23,148,129
307,Week 4,Lecture 7,lec7_v5,2018-12-03,503,267
307,Week 4,Lecture 7,lec7_v6,2018-12-03,205,143
307,Week 4,Lecture 7,lec7_v7,2018-12-03,389,219
307,Week 4,Lecture 7,lec7_v8,2018-12-03,335,83
307,Week 4,Lecture 7,lec7_v9,2018-12-04,211,92
307,Week 4,Lecture 8,lec8_v0,2018-12-04,322,322
307,Week 4,Lecture 8,lec8_v1,2018-12-04,222,222
307,Week 4,Lecture 8,lec8_v2,2018-12-04,249,249
307,Week 4,Lecture 8,lec8_v3,2018-12-04,587,337
307,Week 4,Lecture 8,lec8_v4,2018-12-04,506,82
307,Week 5,Lecture 10,lec10_v0,2018-12-05,400,201
307,Week 5,Lecture 10,lec10_v1,2018-12-05,236,236
307,Week 5,Lecture 10,lec10_v2,2018-12-05,409,62
307,Week 5,Lecture 10,lec10_v3,2018-12-13,298,126
307,Week 5,Lecture 9,lec9_v0,2018-12-13,221,221
307,Week 5,Lecture 9,lec9_v1,2018-12-13,309,309
307,Week 5,Lecture 9,lec9_v10,2018-12-13,262,262
307,Week 5,Lecture 9,lec9_v2,2018-12-15,530,442
307,Week 5,Lecture 9,lec9_v3,2018-12-15,428,80
307,Week 5,Lecture 9,lec9_v4,2018-12-15,168,168
307,Week 5,Lecture 9,lec9_v5,2018-12-15,595,50
307,Week 5,Lecture 9,lec9_v6,2018-12-15,222,210
307,Week 5,Lecture 9,lec9_v7,2018-12-15,244,244
307,Week 5,Lecture 9,lec9_v8,2018-12-15,491,265
307,Week 5,Lecture 9,lec9_v9,2018-12-15,278,278
307,Week 6,Lecture 11,lec11_v0,2018-12-15,352,352
307,Week 6,Lecture 11,lec11_v1,2018-12-15,396,91
307,Week 6,Lecture 11,lec11_v10,2018-12-17,572,543
307,Week 6,Lecture 11,lec11_v11,2018-12-20,214,161
307,Week 6,Lecture 11,lec11_v2,2018-12-20,536,536
307,Week 6,Lecture 11,lec11_v3,2018-12-20,207,182
307,Week 6,Lecture 11,lec11_v4,2018-12-20,194,51
307,Week 6,Lecture 11,lec11_v5,2018-12-20,556,34
307,Week 6,Lecture 11,lec11_v6,2018-12-20,513,503
307,Week 6,Lecture 11,lec11_v7,2018-12-20,240,240
307,Week 6,Lecture 11,lec11_v8,2018-12-20,211,211
307,Week 6,Lecture 11,lec11_v9,2018-12-20,475,458
307,Week 6,Lecture 12,lec12_v0,2018-12-20,410,349
307,Week 6,Lecture 12,lec12_v1,2018-12-20,322,269
307,Week 6,Lecture 12,lec12_v10,2018-12-20,261,261
307,Week 6,Lecture 12,lec12_v2,2018-12-20,169,169
307,Week 6,Lecture 12,lec12_v3,2018-12-21,138,138
307,Week 6,Lecture 12,lec12_v4,2018-12-21,583,368
307,Week 6,Lecture 12,lec12_v5,2018-12-21,234,51
307,Week 6,Lecture 12,lec12_v6,2018-12-21,458,356
308,Week 1,Lecture 1,lec1_v0,2018-09-16,389,285
308,Week 1,Lecture 1,lec1_v1,2018-09-19,564,489
308,Week 1,Lecture 1,lec1_v2,2018-09-16,343,216
308,Week 1,Lecture 1,lec1_v4,2018-09-16,402,322
308,Week 1,Lecture 2,lec2_v0,2018-09-28,265,216
309,Week 1,Lecture 1,lec1_v0,2018-09-16,389,89
309,Week 1,Lecture 1,lec1_v1,2018-09-16,564,564
309,Week 1,Lecture 1,lec1_v2,2018-09-19,343,343
309,Week 1,Lecture 1,lec1_v3,2018-09-19,364,364
309,Week 1,Lecture 1,lec1_v4,2018-09-19,402,402
309,Week 1,Lecture 1,lec1_v5,2018-09-19,208,208
309,Week 1,Lecture 1,lec1_v6,2018-09-19,366,235
309,Week 1,Lecture 1,lec1_v7,2018-09-19,422,422
309,Week 1,Lecture 2,lec2_v0,2018-09-19,265,265
309,Week 1,Lecture 2,lec2_v1,2018-09-19,163,163
309,Week 1,Lecture 2,lec2_v2,2018-09-19,509,247
309,Week 1,Lecture 2,lec2_v3,2018-10-04,453,453
309,Week 2,Lecture 3,lec3_v0,2018-10-06,584,584
309,Week 2,Lecture 3,lec3_v1,2018-10-06,434,434
309,Week 2,Lecture 3,lec3_v10,2018-10-06,343,343
309,Week 2,Lecture 3,lec3_v11,2018-10-06,331,331
309,Week 2,Lecture 3,lec3_v2,2018-10-20,416,125
309,Week 2,Lecture 3,lec3_v3,2018-10-21,195,195
309,Week 2,Lecture 3,lec3_v4,2018-10-21,127,127
309,Week 2,Lecture 3,lec3_v5,2018-10-22,374,374
309,Week 2,Lecture 3,lec3_v6,2018-10-22,148,148
309,Week 2,Lecture 3,lec3_v7,2018-11-08,211,211
309,Week 2,Lecture 3,lec3_v8,2018-11-08,236,103
309,Week 2,Lecture 3,lec3_v9,2018-11-08,134,134
309,Week 2,Lecture 4,lec4_v0,2018-11-08,427,261
309,Week 2,Lecture 4,lec4_v1,2018-11-08,360,360
309,Week 2,Lecture 4,lec4_v2,2018-11-08,438,90
309,Week 2,Lecture 4,lec4_v3,2018-11-08,339,339
309,Week 2,Lecture 4,lec4_v4,2018-11-08,253,253
309,Week 2,Lecture 4,lec4_v5,2018-11-08,599,590
309,Week 2,Lecture 4,lec4_v6,2018-11-10,598,167
309,Week 2,Lecture 4,lec4_v7,2018-12-15,524,490
310,Week 1,Lecture 1,lec1_v0,2018-09-20,389,140
310,Week 1,Lecture 1,lec1_v1,2018-09-19,564,165
310,Week 1,Lecture 1,lec1_v2,2018-10-03,343,193
310,Week 1,Lecture 1,lec1_v3,2018-10-03,364,147
310,Week 1,Lecture 1,lec1_v4,2018-10-16,402,160
310,Week 1,Lecture 1,lec1_v5,2018-09-20,208,17
310,Week 1,Lecture 1,lec1_v6,2018-10-03,366,278
311,Week 1,Lecture 1,lec1_v0,2018-09-21,389,142
311,Week 1,Lecture 1,lec1_v1,2018-10-11,564,265
311,Week 1,Lecture 1,lec1_v2,2018-09-21,343,110
311,Week 1,Lecture 1,lec1_v3,2018-09-21,364,136
311,Week 1,Lecture 1,lec1_v4,2018-09-18,402,42
311,Week 1,Lecture 1,lec1_v5,2018-09-21,208,14
311,Week 1,Lecture 1,lec1_v6,2018-10-19,366,275
311,Week 1,Lecture 1,lec1_v7,2018-10-11,422,414
311,Week 1,Lecture 2,lec2_v0,2018-10-08,265,122
311,Week 1,Lecture 2,lec2_v3,2018-11-07,453,19
311,Week 2,Lecture 3,lec3_v10,2018-10-19,343,79
312,Week 1,Lecture 1,lec1_v1,2018-09-16,564,84
312,Week 1,Lecture 2,lec2_v1,2018-09-16,163,163
313,Week 1,Lecture 1,lec1_v0,2018-09-24,389,212
313,Week 1,Lecture 1,lec1_v1,2018-09-18,564,284
313,Week 1,Lecture 1,lec1_v2,2018-10-03,343,288
313,Week 1,Lecture 1,lec1_v3,2018-10-03,364,197
313,Week 1,Lecture 1,lec1_v4,2018-10-12,402,63
313,Week 1,Lecture 1,lec1_v5,2018-10-12,208,131
313,Week 1,Lecture 1,lec1_v6,2018-10-03,366,60
313,Week 1,Lecture 1,lec1_v7,2018-10-24,422,5
313,Week 1,Lecture 2,lec2_v2,2018-10-03,509,361
313,Week 2,Lecture 3,lec3_v0,2018-10-28,584,71
314,Week 1,Lecture 1,lec1_v0,2018-09-18,389,156
314,Week 1,Lecture 1,lec1_v1,2018-09-18,564,333
314,Week 1,Lecture 1,lec1_v2,2018-09-18,343,312
